vault_en_path	site_url	flagged_terms	chars
Authors/Chesterton/Atomized/Tremendous_Trifles/Chapter_19.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/tremendous-trifles#chapter-19	nigger	7227
Authors/Chesterton/Atomized/Tremendous_Trifles/Chapter_20.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/tremendous-trifles#chapter-20	chinaman	8893
Authors/Chesterton/Atomized/Tremendous_Trifles/Chapter_38.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/tremendous-trifles#chapter-38	negro	9269
Authors/Chesterton/Atomized/UtopiaUsurers/Story_05_Art_and_Advertisement.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/utopiausurers#story-05-art-and-advertisement	chinamen,negro	6820
Authors/Chesterton/Atomized/UtopiaUsurers/Story_13_THE_MASK_OF_SOCIALISM/part_05.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/utopiausurers#story-13-the-mask-of-socialism--part-05	negro,negroes	6101
Authors/Chesterton/Atomized/Victorian_Age/Chapter_01/part_03.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/victorian-age#chapter-01--part-03	negro	6070
Authors/Chesterton/Atomized/Victorian_Age/Chapter_01/part_11.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/victorian-age#chapter-01--part-11	nigger	6085
Authors/Chesterton/Atomized/What_is_Right_With_the_World/part/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/what-is-right-with-the-world#part--part-01	red indian	6491
Authors/Chesterton/Atomized/Wild_Ducks/Story_41_ON_REFLECTION/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/wild-ducks#story-41-on-reflection--part-01	red indian	6619
Authors/Chesterton/Atomized/William_Cobbett/Chapter_07/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/william-cobbett#chapter-07--part-01	nigger,niggers	6058
Authors/Chesterton/Atomized/alarms_and_discursions/Chapter_03/part_10.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/alarms-and-discursions#chapter-03--part-10	red indian	6609
Authors/Chesterton/Atomized/alarms_and_discursions/Chapter_03/part_20.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/alarms-and-discursions#chapter-03--part-20	negro	6560
Authors/Chesterton/Atomized/alarms_and_discursions/Chapter_03/part_30.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/alarms-and-discursions#chapter-03--part-30	niggard	6248
Authors/Chesterton/Atomized/america/part/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/america#part--part-01	chinaman,chinamen,negro	7272
Authors/Chesterton/Atomized/america/part/part_03.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/america#part--part-03	red indian	6303
Authors/Chesterton/Atomized/aquinas/Chapter_05/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/aquinas#chapter-05--part-01	chinaman	6444
Authors/Chesterton/Atomized/ball_and_cross/Story_05_The_Other_Philosopher/part_03.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/ball-and-cross#story-05-the-other-philosopher--part-03	negro	6196
Authors/Chesterton/Atomized/ball_and_cross/Story_05_The_Other_Philosopher/part_04.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/ball-and-cross#story-05-the-other-philosopher--part-04	red indian	7133
Authors/Chesterton/Atomized/ball_and_cross/Story_10_A_Scandal_in_the_Village/part_07.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/ball-and-cross#story-10-a-scandal-in-the-village--part-07	nigger	6075
Authors/Chesterton/Atomized/ball_and_cross/Story_10_A_Scandal_in_the_Village/part_08.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/ball-and-cross#story-10-a-scandal-in-the-village--part-08	nigger	6754
Authors/Chesterton/Atomized/conversion/Chapter_03_THE_REAL_OBSTACLES/part_04.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/conversion#chapter-03-the-real-obstacles--part-04	chinaman,chinamen,hottentot	9000
Authors/Chesterton/Atomized/divorce/Chapter_05/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/divorce#chapter-05--part-01	negroes,nigger,niggers	6365
Authors/Chesterton/Atomized/history/Chapter_02/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/history#chapter-02--part-01	negroes	7899
Authors/Chesterton/Atomized/history/Chapter_07/part_03.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/history#chapter-07--part-03	negroes	7212
Authors/Chesterton/Atomized/history/Chapter_08/part_03.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/history#chapter-08--part-03	negro,negroes	7238
Authors/Chesterton/Atomized/history/Chapter_14/part_02.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/history#chapter-14--part-02	hottentot	6261
Authors/Chesterton/Atomized/history/Chapter_15/part_02.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/history#chapter-15--part-02	chinaman	9435
Authors/Chesterton/Atomized/longbow2/Chapter_02/part_07.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/longbow2#chapter-02--part-07	nigger	7421
Authors/Chesterton/Atomized/longbow2/Chapter_03/part_02.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/longbow2#chapter-03--part-02	chinaman	6098
Authors/Chesterton/Atomized/longbow2/Chapter_05/part_02.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/longbow2#chapter-05--part-02	red indian	6051
Authors/Chesterton/Atomized/longbow2/Chapter_05/part_03.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/longbow2#chapter-05--part-03	red indian	6766
Authors/Chesterton/Atomized/longbow2/Chapter_08/part_06.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/longbow2#chapter-08--part-06	chinaman	6155
Authors/Chesterton/Atomized/manalive/Chapter_01/part_02.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/manalive#chapter-01--part-02	negro	6959
Authors/Chesterton/Atomized/manalive/Chapter_02/part_04.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/manalive#chapter-02--part-04	coon,darkies	4904
Authors/Chesterton/Atomized/manalive/Chapter_04/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/manalive#chapter-04--part-01	red indian	6333
Authors/Chesterton/Atomized/manalive/Chapter_05/part_05.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/manalive#chapter-05--part-05	negro	6095
Authors/Chesterton/Atomized/manalive/Chapter_09/part_05.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/manalive#chapter-09--part-05	red indian	6565
Authors/Chesterton/Atomized/misc/Story_01_THE_SUFFRAGIST.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/misc#story-01-the-suffragist	negroes	8609
Authors/Chesterton/Atomized/misc/Story_17_THE_SECTARIAN_OF_SOCIETY.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/misc#story-17-the-sectarian-of-society	nigger	7701
Authors/Chesterton/Atomized/misc/Story_28_THE_FALSE_PHOTOGRAPHER.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/misc#story-28-the-false-photographer	nigger	6733
Authors/Chesterton/Atomized/shop-of-ghosts/part/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/shop-of-ghosts#part--part-01	negro	5735
Authors/Chesterton/Atomized/trees_of_pride/Story_03_THE_TALE_OF_THE_PEACOCK_TREES/part_03.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/trees-of-pride#story-03-the-tale-of-the-peacock-trees--part-03	nigger	6129
Authors/Chesterton/Atomized/trees_of_pride/Story_03_THE_TALE_OF_THE_PEACOCK_TREES/part_05.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/trees-of-pride#story-03-the-tale-of-the-peacock-trees--part-05	negro	6163
Authors/Chesterton/Atomized/whats_wrong/Chapter_06/part_05.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/whats-wrong#chapter-06--part-05	yellow peril	9605
Authors/Chesterton/Atomized/whats_wrong/Chapter_07/part_06.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/whats-wrong#chapter-07--part-06	negro	6405
Authors/Chesterton/Atomized/whats_wrong/Chapter_09/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/whats-wrong#chapter-09--part-01	niggers	7202
Authors/Chesterton/Atomized/New_Jerusalem/Chapter_13/part_08.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/new-jerusalem#chapter-13--part-08	jews (antisemitism)	7296
Authors/Chesterton/Atomized/Robert_Louis_Stevenson/Chapter_02/part_01.md	https://gborghi.github.io/raccolta-letteratura-inglese/testi/chesterton/atomized/robert-louis-stevenson#chapter-02--part-01	false-positive filter (benign essay)	9047
